start_time,bat_landing_to_food,habit,rat_period_start,rat_period_end,seconds_after_rat_arrival,risk,reward,month,sunset_time,hours_after_sunset,season,habit_raw,fight,dataset,time,bat_landing_number,food_availability,rat_minutes,rat_arrival_number,rat_present
2017-12-27 03:43:00,,,,,,,,0,,11.0,0,,,dataset2,27/12/2017 03:43:00,13.0,0.0,0.0,0.0,0.0
2017-12-27 16:43:00,,,,,,,,0,,0.0,0,,,dataset2,27/12/2017 16:43:00,18.0,4.0,0.0,0.0,0.0
2017-12-27 17:13:00,,,,,,,,0,,0.5,0,,,dataset2,27/12/2017 17:13:00,31.0,4.0,0.0,0.0,0.0
2017-12-27 17:43:00,,,,,,,,0,,1.0,0,,,dataset2,27/12/2017 17:43:00,35.0,4.0,0.0,0.0,0.0
2017-12-27 18:13:00,,,,,,,,0,,1.5,0,,,dataset2,27/12/2017 18:13:00,22.0,4.0,0.0,0.0,0.0
2017-12-27 18:43:00,,,,,,,,0,,2.0,0,,,dataset2,27/12/2017 18:43:00,24.0,3.964516129,0.0,0.0,0.0
2017-12-27 19:13:00,,,,,,,,0,,2.5,0,,,dataset2,27/12/2017 19:13:00,30.0,3.566666667,0.0,0.0,0.0
2017-12-27 19:43:00,,,,,,,,0,,3.0,0,,,dataset2,27/12/2017 19:43:00,73.0,3.102150538,0.0,0.0,0.0
2017-12-27 20:13:00,,,,,,,,0,,3.5,0,,,dataset2,27/12/2017 20:13:00,67.0,3.0,0.0,0.0,0.0
2017-12-27 20:43:00,,,,,,,,0,,4.0,0,,,dataset2,27/12/2017 20:43:00,2.0,3.0,0.0,0.0,0.0
2017-12-27 21:13:00,,,,,,,,0,,4.5,0,,,dataset2,27/12/2017 21:13:00,25.0,3.0,0.0,0.0,0.0
2017-12-27 21:43:00,,,,,,,,0,,5.0,0,,,dataset2,27/12/2017 21:43:00,48.0,2.970430108,0.0,0.0,0.0
2017-12-27 22:13:00,,,,,,,,0,,5.5,0,,,dataset2,27/12/2017 22:13:00,52.0,2.583333333,0.0,0.0,0.0
2017-12-27 22:43:00,,,,,,,,0,,6.0,0,,,dataset2,27/12/2017 22:43:00,61.0,2.112903226,0.0,0.0,0.0
2017-12-27 23:13:00,,,,,,,,0,,6.5,0,,,dataset2,27/12/2017 23:13:00,17.0,2.0,0.0,0.0,0.0
2017-12-27 23:43:00,,,,,,,,0,,7.0,0,,,dataset2,27/12/2017 23:43:00,12.0,2.0,0.0,0.0,0.0
2017-12-28 00:13:00,,,,,,,,0,,7.5,0,,,dataset2,28/12/2017 00:13:00,11.0,2.0,0.0,0.0,0.0
2017-12-28 00:43:00,,,,,,,,0,,8.0,0,,,dataset2,28/12/2017 00:43:00,34.0,1.953405018,4.166666667,1.0,1.0
2017-12-28 01:13:00,,,,,,,,0,,8.5,0,,,dataset2,28/12/2017 01:13:00,40.0,1.555555556,0.0,0.0,0.0
2017-12-28 01:43:00,,,,,,,,0,,9.0,0,,,dataset2,28/12/2017 01:43:00,37.0,1.107526882,0.0,0.0,0.0
2017-12-28 02:13:00,,,,,,,,0,,9.5,0,,,dataset2,28/12/2017 02:13:00,34.0,1.0,0.0,0.0,0.0
2017-12-28 02:43:00,,,,,,,,0,,10.0,0,,,dataset2,28/12/2017 02:43:00,23.0,1.0,0.0,0.0,0.0
2017-12-28 03:13:00,,,,,,,,0,,10.5,0,,,dataset2,28/12/2017 03:13:00,21.0,1.0,0.0,0.0,0.0
2017-12-28 03:43:00,,,,,,,,0,,11.0,0,,,dataset2,28/12/2017 03:43:00,5.0,0.971774194,16.01666667,1.0,1.0
28/12/17 03:58,2.0,fast,28/12/17 03:56,28/12/17 04:13,107.0,0.0,1.0,0,27/12/17 16:43,11.26277778,0,fast,0.0,dataset1,28/12/2017 03:58:00,,,,,
28/12/17 04:02,2.0,fast,28/12/17 03:56,28/12/17 04:13,358.0,0.0,1.0,0,27/12/17 16:43,11.3325,0,fast,0.0,dataset1,28/12/2017 04:02:00,,,,,
28/12/17 04:11,1.0,other,28/12/17 03:56,28/12/17 04:13,852.0,0.0,0.0,0,27/12/17 16:43,11.46972222,0,,0.0,dataset1,28/12/2017 04:11:00,,,,,
2017-12-28 04:13:00,,,,,,,,0,,11.5,0,,,dataset2,28/12/2017 04:13:00,11.0,0.730769231,0.883333333,1.0,1.0
2017-12-28 04:43:00,,,,,,,,0,,12.0,0,,,dataset2,28/12/2017 04:43:00,3.0,0.442307692,0.0,0.0,0.0
2017-12-28 16:44:00,,,,,,,,0,,0.0,0,,,dataset2,28/12/2017 16:44:00,3.0,4.0,0.0,0.0,0.0
2017-12-28 17:14:00,,,,,,,,0,,0.5,0,,,dataset2,28/12/2017 17:14:00,24.0,4.0,0.0,0.0,0.0
2017-12-28 17:44:00,,,,,,,,0,,1.0,0,,,dataset2,28/12/2017 17:44:00,23.0,4.0,0.0,0.0,0.0
2017-12-28 18:14:00,,,,,,,,0,,1.5,0,,,dataset2,28/12/2017 18:14:00,48.0,4.0,0.0,0.0,0.0
2017-12-28 18:44:00,,,,,,,,0,,2.0,0,,,dataset2,28/12/2017 18:44:00,55.0,3.962648557,0.0,0.0,0.0
2017-12-28 19:14:00,,,,,,,,0,,2.5,0,,,dataset2,28/12/2017 19:14:00,23.0,3.543859649,8.1,1.0,1.0
28/12/17 19:36,2.0,rat,28/12/17 19:35,28/12/17 19:46,40.0,1.0,0.0,0,28/12/17 16:44,2.876111111,0,rat,0.0,dataset1,28/12/2017 19:36:00,,,,,
28/12/17 19:36,1.0,fast,28/12/17 19:35,28/12/17 19:46,14.0,0.0,1.0,0,28/12/17 16:44,2.868888889,0,fast,0.0,dataset1,28/12/2017 19:36:00,,,,,
28/12/17 19:37,26.0,rat,28/12/17 19:35,28/12/17 19:46,68.0,1.0,0.0,0,28/12/17 16:44,2.883888889,0,rat,0.0,dataset1,28/12/2017 19:37:00,,,,,
2017-12-28 19:44:00,,,,,,,,0,,3.0,0,,,dataset2,28/12/2017 19:44:00,23.0,3.07696661,2.5,1.0,1.0
28/12/17 19:44,5.0,rat,28/12/17 19:35,28/12/17 19:46,521.0,1.0,0.0,0,28/12/17 16:44,3.009722222,0,rat_and_others,0.0,dataset1,28/12/2017 19:44:00,,,,,
28/12/17 19:45,15.0,pick,28/12/17 19:35,28/12/17 19:46,564.0,1.0,1.0,0,28/12/17 16:44,3.021666667,0,pick_and_others,0.0,dataset1,28/12/2017 19:45:00,,,,,
28/12/17 19:46,24.0,rat,28/12/17 19:35,28/12/17 19:46,607.0,1.0,0.0,0,28/12/17 16:44,3.033611111,0,rat,0.0,dataset1,28/12/2017 19:46:00,,,,,
2017-12-28 20:14:00,,,,,,,,0,,3.5,0,,,dataset2,28/12/2017 20:14:00,32.0,3.0,0.0,0.0,0.0
2017-12-28 20:44:00,,,,,,,,0,,4.0,0,,,dataset2,28/12/2017 20:44:00,29.0,3.0,0.0,0.0,0.0
2017-12-28 21:14:00,,,,,,,,0,,4.5,0,,,dataset2,28/12/2017 21:14:00,50.0,3.0,0.0,0.0,0.0
2017-12-28 21:44:00,,,,,,,,0,,5.0,0,,,dataset2,28/12/2017 21:44:00,49.0,2.951877314,0.0,0.0,0.0
2017-12-28 22:14:00,,,,,,,,0,,5.5,0,,,dataset2,28/12/2017 22:14:00,57.0,2.540983607,0.0,0.0,0.0
2017-12-28 22:44:00,,,,,,,,0,,6.0,0,,,dataset2,28/12/2017 22:44:00,66.0,2.090428345,0.0,0.0,0.0
2017-12-28 23:14:00,,,,,,,,0,,6.5,0,,,dataset2,28/12/2017 23:14:00,52.0,2.0,0.0,0.0,0.0
2017-12-28 23:44:00,,,,,,,,0,,7.0,0,,,dataset2,28/12/2017 23:44:00,42.0,2.0,0.0,0.0,0.0
2017-12-29 00:14:00,,,,,,,,0,,7.5,0,,,dataset2,29/12/2017 00:14:00,29.0,2.0,0.0,0.0,0.0
2017-12-29 00:44:00,,,,,,,,0,,8.0,0,,,dataset2,29/12/2017 00:44:00,38.0,1.951075269,0.0,0.0,0.0
2017-12-29 01:14:00,,,,,,,,0,,8.5,0,,,dataset2,29/12/2017 01:14:00,44.0,1.533333333,0.0,0.0,0.0
2017-12-29 01:44:00,,,,,,,,0,,9.0,0,,,dataset2,29/12/2017 01:44:00,23.0,1.082258065,0.0,0.0,0.0
2017-12-29 02:14:00,,,,,,,,0,,9.5,0,,,dataset2,29/12/2017 02:14:00,25.0,1.0,0.0,0.0,0.0
2017-12-29 02:44:00,,,,,,,,0,,10.0,0,,,dataset2,29/12/2017 02:44:00,31.0,0.947076613,0.0,0.0,0.0
2017-12-29 03:14:00,,,,,,,,0,,10.5,0,,,dataset2,29/12/2017 03:14:00,24.0,0.546875,0.0,0.0,0.0
2017-12-29 03:44:00,,,,,,,,0,,11.0,0,,,dataset2,29/12/2017 03:44:00,18.0,0.15625,0.9,1.0,1.0
2017-12-29 04:14:00,,,,,,,,0,,11.5,0,,,dataset2,29/12/2017 04:14:00,3.0,0.0,0.0,0.0,0.0
2017-12-29 04:44:00,,,,,,,,0,,12.0,0,,,dataset2,29/12/2017 04:44:00,6.0,0.0,0.0,0.0,0.0
2017-12-29 16:45:00,,,,,,,,0,,0.0,0,,,dataset2,29/12/2017 16:45:00,7.0,4.0,0.0,0.0,0.0
2017-12-29 17:15:00,,,,,,,,0,,0.5,0,,,dataset2,29/12/2017 17:15:00,14.0,4.0,0.0,0.0,0.0
2017-12-29 17:45:00,,,,,,,,0,,1.0,0,,,dataset2,29/12/2017 17:45:00,14.0,4.0,0.0,0.0,0.0
2017-12-29 18:15:00,,,,,,,,0,,1.5,0,,,dataset2,29/12/2017 18:15:00,9.0,4.0,6.783333333,1.0,1.0
2017-12-29 18:45:00,,,,,,,,0,,2.0,0,,,dataset2,29/12/2017 18:45:00,19.0,3.949388209,0.0,0.0,0.0
2017-12-29 19:15:00,,,,,,,,0,,2.5,0,,,dataset2,29/12/2017 19:15:00,26.0,3.517241379,0.0,0.0,0.0
2017-12-29 19:45:00,,,,,,,,0,,3.0,0,,,dataset2,29/12/2017 19:45:00,29.0,3.066740823,0.0,0.0,0.0
2017-12-29 20:15:00,,,,,,,,0,,3.5,0,,,dataset2,29/12/2017 20:15:00,15.0,3.0,0.0,0.0,0.0
2017-12-29 20:45:00,,,,,,,,0,,4.0,0,,,dataset2,29/12/2017 20:45:00,67.0,3.0,0.0,0.0,0.0
2017-12-29 21:15:00,,,,,,,,0,,4.5,0,,,dataset2,29/12/2017 21:15:00,56.0,3.0,0.0,0.0,0.0
2017-12-29 21:45:00,,,,,,,,0,,5.0,0,,,dataset2,29/12/2017 21:45:00,45.0,3.0,0.0,0.0,0.0
2017-12-29 22:15:00,,,,,,,,0,,5.5,0,,,dataset2,29/12/2017 22:15:00,60.0,3.0,0.0,0.0,0.0
2017-12-29 22:45:00,,,,,,,,0,,6.0,0,,,dataset2,29/12/2017 22:45:00,59.0,3.0,0.0,0.0,0.0
2017-12-29 23:15:00,,,,,,,,0,,6.5,0,,,dataset2,29/12/2017 23:15:00,40.0,3.0,8.883333333,1.0,1.0
2017-12-29 23:45:00,,,,,,,,0,,7.0,0,,,dataset2,29/12/2017 23:45:00,49.0,2.939516129,0.0,0.0,0.0
2017-12-30 00:15:00,,,,,,,,0,,7.5,0,,,dataset2,30/12/2017 00:15:00,42.0,2.53125,0.0,0.0,0.0
2017-12-30 00:45:00,,,,,,,,0,,8.0,0,,,dataset2,30/12/2017 00:45:00,39.0,2.057747696,0.0,0.0,0.0
2017-12-30 01:15:00,,,,,,,,0,,8.5,0,,,dataset2,30/12/2017 01:15:00,47.0,1.535714286,0.0,0.0,0.0
2017-12-30 01:45:00,,,,,,,,0,,9.0,0,,,dataset2,30/12/2017 01:45:00,30.0,1.069124424,0.0,0.0,0.0
2017-12-30 02:15:00,,,,,,,,0,,9.5,0,,,dataset2,30/12/2017 02:15:00,41.0,1.0,0.0,0.0,0.0
2017-12-30 02:45:00,,,,,,,,0,,10.0,0,,,dataset2,30/12/2017 02:45:00,34.0,1.0,0.0,0.0,0.0
2017-12-30 03:15:00,,,,,,,,0,,10.5,0,,,dataset2,30/12/2017 03:15:00,23.0,1.0,0.0,0.0,0.0
2017-12-30 03:45:00,,,,,,,,0,,11.0,0,,,dataset2,30/12/2017 03:45:00,13.0,0.943074004,0.0,0.0,0.0
2017-12-30 04:15:00,,,,,,,,0,,11.5,0,,,dataset2,30/12/2017 04:15:00,16.0,0.558823529,0.0,0.0,0.0
2017-12-30 04:45:00,,,,,,,,0,,12.0,0,,,dataset2,30/12/2017 04:45:00,7.0,0.169117647,0.0,0.0,0.0
2017-12-30 05:15:00,,,,,,,,0,,12.5,0,,,dataset2,30/12/2017 05:15:00,7.0,0.0,0.0,0.0,0.0
2017-12-30 05:45:00,,,,,,,,0,,13.0,0,,,dataset2,30/12/2017 05:45:00,5.0,0.0,0.0,0.0,0.0
2017-12-30 06:15:00,,,,,,,,0,,13.5,0,,,dataset2,30/12/2017 06:15:00,1.0,0.0,0.0,0.0,0.0
2017-12-30 16:45:00,,,,,,,,0,,0.0,0,,,dataset2,30/12/2017 16:45:00,21.0,4.0,0.0,0.0,0.0
2017-12-30 17:15:00,,,,,,,,0,,0.5,0,,,dataset2,30/12/2017 17:15:00,32.0,4.0,0.0,0.0,0.0
2017-12-30 17:45:00,,,,,,,,0,,1.0,0,,,dataset2,30/12/2017 17:45:00,13.0,4.0,0.0,0.0,0.0
2017-12-30 18:15:00,,,,,,,,0,,1.5,0,,,dataset2,30/12/2017 18:15:00,36.0,4.0,3.283333333,1.0,1.0
30/12/17 18:37,16.0,rat,30/12/17 18:35,30/12/17 18:38,108.0,1.0,0.0,0,30/12/17 16:45,1.870833333,0,rat,0.0,dataset1,30/12/2017 18:37:00,,,,,
2017-12-30 18:45:00,,,,,,,,0,,2.0,0,,,dataset2,30/12/2017 18:45:00,20.0,3.955857385,0.0,0.0,0.0
2017-12-30 19:15:00,,,,,,,,0,,2.5,0,,,dataset2,30/12/2017 19:15:00,35.0,3.526315789,0.0,0.0,0.0
2017-12-30 19:45:00,,,,,,,,0,,3.0,0,,,dataset2,30/12/2017 19:45:00,37.0,3.067911715,5.0,1.0,1.0
30/12/17 19:51,4.0,fast,30/12/17 19:50,30/12/17 19:55,41.0,0.0,1.0,0,30/12/17 16:45,3.1075,0,fast,0.0,dataset1,30/12/2017 19:51:00,,,,,
30/12/17 19:51,0.074015603,fast,30/12/17 19:50,30/12/17 19:55,17.0,0.0,1.0,0,30/12/17 16:45,3.100833333,0,fast,0.0,dataset1,30/12/2017 19:51:00,,,,,
30/12/17 19:52,10.0,rat,30/12/17 19:50,30/12/17 19:55,111.0,1.0,0.0,0,30/12/17 16:45,3.126944444,0,rat,0.0,dataset1,30/12/2017 19:52:00,,,,,
30/12/17 19:54,13.0,rat,30/12/17 19:50,30/12/17 19:55,253.0,1.0,0.0,0,30/12/17 16:45,3.166388889,0,rat,0.0,dataset1,30/12/2017 19:54:00,,,,,
30/12/17 19:54,24.0,rat,30/12/17 19:50,30/12/17 19:55,215.0,1.0,0.0,0,30/12/17 16:45,3.155833333,0,rat,0.0,dataset1,30/12/2017 19:54:00,,,,,
30/12/17 19:54,15.0,rat,30/12/17 19:50,30/12/17 19:55,194.0,1.0,0.0,0,30/12/17 16:45,3.15,0,rat,0.0,dataset1,30/12/2017 19:54:00,,,,,
2017-12-30 20:15:00,,,,,,,,0,,3.5,0,,,dataset2,30/12/2017 20:15:00,33.0,3.0,0.0,0.0,0.0
2017-12-30 20:45:00,,,,,,,,0,,4.0,0,,,dataset2,30/12/2017 20:45:00,39.0,3.0,0.0,0.0,0.0
2017-12-30 21:15:00,,,,,,,,0,,4.5,0,,,dataset2,30/12/2017 21:15:00,25.0,3.0,0.0,0.0,0.0
2017-12-30 21:45:00,,,,,,,,0,,5.0,0,,,dataset2,30/12/2017 21:45:00,10.0,3.0,0.0,0.0,0.0
2017-12-30 22:15:00,,,,,,,,0,,5.5,0,,,dataset2,30/12/2017 22:15:00,64.0,3.0,0.0,0.0,0.0
2017-12-30 22:45:00,,,,,,,,0,,6.0,0,,,dataset2,30/12/2017 22:45:00,41.0,3.0,0.0,0.0,0.0
2017-12-30 23:15:00,,,,,,,,0,,6.5,0,,,dataset2,30/12/2017 23:15:00,5.0,3.0,0.0,0.0,0.0
2017-12-30 23:45:00,,,,,,,,0,,7.0,0,,,dataset2,30/12/2017 23:45:00,31.0,2.943548387,0.0,0.0,0.0
2017-12-31 00:15:00,,,,,,,,0,,7.5,0,,,dataset2,31/12/2017 00:15:00,45.0,2.516666667,0.0,0.0,0.0
2017-12-31 00:45:00,,,,,,,,0,,8.0,0,,,dataset2,31/12/2017 00:45:00,42.0,2.07311828,0.0,0.0,0.0
2017-12-31 01:15:00,,,,,,,,0,,8.5,0,,,dataset2,31/12/2017 01:15:00,53.0,2.0,0.0,0.0,0.0
2017-12-31 01:45:00,,,,,,,,0,,9.0,0,,,dataset2,31/12/2017 01:45:00,45.0,2.0,0.0,0.0,0.0
2017-12-31 02:15:00,,,,,,,,0,,9.5,0,,,dataset2,31/12/2017 02:15:00,27.0,2.0,0.0,0.0,0.0
2017-12-31 02:45:00,,,,,,,,0,,10.0,0,,,dataset2,31/12/2017 02:45:00,24.0,1.957353745,0.0,0.0,0.0
2017-12-31 03:15:00,,,,,,,,0,,10.5,0,,,dataset2,31/12/2017 03:15:00,26.0,1.542372881,0.0,0.0,0.0
2017-12-31 03:45:00,,,,,,,,0,,11.0,0,,,dataset2,31/12/2017 03:45:00,17.0,1.083652269,0.0,0.0,0.0
2017-12-31 04:15:00,,,,,,,,0,,11.5,0,,,dataset2,31/12/2017 04:15:00,8.0,1.0,0.0,0.0,0.0
2017-12-31 04:45:00,,,,,,,,0,,12.0,0,,,dataset2,31/12/2017 04:45:00,12.0,1.0,0.0,0.0,0.0
2017-12-31 05:15:00,,,,,,,,0,,12.5,0,,,dataset2,31/12/2017 05:15:00,6.0,1.0,0.0,0.0,0.0
2017-12-31 06:15:00,,,,,,,,0,,13.5,0,,,dataset2,31/12/2017 06:15:00,5.0,1.0,0.0,0.0,0.0
2017-12-31 16:46:00,,,,,,,,0,,0.0,0,,,dataset2,31/12/2017 16:46:00,4.0,4.0,0.0,0.0,0.0
2017-12-31 17:16:00,,,,,,,,0,,0.5,0,,,dataset2,31/12/2017 17:16:00,3.0,4.0,0.0,0.0,0.0
2017-12-31 17:46:00,,,,,,,,0,,1.0,0,,,dataset2,31/12/2017 17:46:00,14.0,4.0,0.0,0.0,0.0
2017-12-31 18:16:00,,,,,,,,0,,1.5,0,,,dataset2,31/12/2017 18:16:00,14.0,3.723839496,0.0,0.0,0.0
2017-12-31 18:46:00,,,,,,,,0,,2.0,0,,,dataset2,31/12/2017 18:46:00,31.0,3.094413847,0.0,0.0,0.0
2017-12-31 19:16:00,,,,,,,,0,,2.5,0,,,dataset2,31/12/2017 19:16:00,22.0,3.0,0.0,0.0,0.0
2017-12-31 19:46:00,,,,,,,,0,,3.0,0,,,dataset2,31/12/2017 19:46:00,19.0,3.0,0.0,0.0,0.0
2017-12-31 20:16:00,,,,,,,,0,,3.5,0,,,dataset2,31/12/2017 20:16:00,29.0,3.0,0.0,0.0,0.0
2017-12-31 20:46:00,,,,,,,,0,,4.0,0,,,dataset2,31/12/2017 20:46:00,24.0,3.0,0.0,0.0,0.0
2017-12-31 21:16:00,,,,,,,,0,,4.5,0,,,dataset2,31/12/2017 21:16:00,38.0,3.0,0.0,0.0,0.0
2017-12-31 21:46:00,,,,,,,,0,,5.0,0,,,dataset2,31/12/2017 21:46:00,20.0,3.0,0.0,0.0,0.0
2017-12-31 22:16:00,,,,,,,,0,,5.5,0,,,dataset2,31/12/2017 22:16:00,17.0,3.0,0.0,0.0,0.0
2017-12-31 22:46:00,,,,,,,,0,,6.0,0,,,dataset2,31/12/2017 22:46:00,18.0,2.92688172,0.0,0.0,0.0
2017-12-31 23:16:00,,,,,,,,0,,6.5,0,,,dataset2,31/12/2017 23:16:00,28.0,2.483333333,0.0,0.0,0.0
2017-12-31 23:46:00,,,,,,,,0,,7.0,0,,,dataset2,31/12/2017 23:46:00,45.0,2.056451613,0.0,0.0,0.0
2018-01-01 00:16:00,,,,,,,,1,,7.5,0,,,dataset2,01/01/2018 00:16:00,34.0,2.0,0.0,0.0,0.0
2018-01-01 00:46:00,,,,,,,,1,,8.0,0,,,dataset2,01/01/2018 00:46:00,35.0,2.0,0.0,0.0,0.0
2018-01-01 01:16:00,,,,,,,,1,,8.5,0,,,dataset2,01/01/2018 01:16:00,31.0,2.0,0.0,0.0,0.0
2018-01-01 01:46:00,,,,,,,,1,,9.0,0,,,dataset2,01/01/2018 01:46:00,18.0,1.92688172,4.933333333,1.0,1.0
1/1/18 01:52,2.0,fast,1/1/18 01:50,1/1/18 01:55,115.0,0.0,1.0,1,31/12/17 16:46,9.108333333,0,fast,0.0,dataset1,01/01/2018 01:52:00,,,,,
2018-01-01 02:16:00,,,,,,,,1,,9.5,0,,,dataset2,01/01/2018 02:16:00,27.0,1.483333333,0.0,0.0,0.0
2018-01-01 02:46:00,,,,,,,,1,,10.0,0,,,dataset2,01/01/2018 02:46:00,38.0,1.056451613,0.0,0.0,0.0
2018-01-01 03:16:00,,,,,,,,1,,10.5,0,,,dataset2,01/01/2018 03:16:00,54.0,1.0,0.0,0.0,0.0
2018-01-01 03:46:00,,,,,,,,1,,11.0,0,,,dataset2,01/01/2018 03:46:00,13.0,1.0,0.0,0.0,0.0
2018-01-01 04:16:00,,,,,,,,1,,11.5,0,,,dataset2,01/01/2018 04:16:00,8.0,1.0,0.0,0.0,0.0
2018-01-01 04:46:00,,,,,,,,1,,12.0,0,,,dataset2,01/01/2018 04:46:00,27.0,1.0,0.0,0.0,0.0
2018-01-01 05:16:00,,,,,,,,1,,12.5,0,,,dataset2,01/01/2018 05:16:00,22.0,1.0,0.0,0.0,0.0
2018-01-01 05:46:00,,,,,,,,1,,13.0,0,,,dataset2,01/01/2018 05:46:00,4.0,1.0,0.083333333,1.0,1.0
2018-01-01 06:16:00,,,,,,,,1,,13.5,0,,,dataset2,01/01/2018 06:16:00,2.0,0.0,0.0,0.0,0.0
2018-01-01 16:47:00,,,,,,,,1,,0.0,0,,,dataset2,01/01/2018 16:47:00,18.0,4.0,0.0,0.0,0.0
2018-01-01 17:17:00,,,,,,,,1,,0.5,0,,,dataset2,01/01/2018 17:17:00,12.0,4.0,0.0,0.0,0.0
